"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed"
2021,"Ball St.",72.104,56,70.9735,67,102.735,146,103.524,143,103.684,232,101.047,153,2.47673,137,""
2021,"Baylor",70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1"
2021,"Bellarmine",65.4292,322,64.6889,333,111.008,23,107.357,90,104.34,245,108.607,302,-1.25025,183,""
2021,"Belmont",71.8891,65,71.0482,63,113.007,12,109.519,61,96.1514,55,101.724,167,7.79524,104,""
2021,"Bethune Cookman",0,348,72.6185,24,0,348,90.1922,341,200,348,112.284,341,-22.0917,349,""
2021,"Binghamton",66.1369,305,66.2475,288,97.0683,256,97.1429,264,107.511,297,112.053,339,-14.9105,322,""
2021,"Boise St.",69.8849,143,69.4004,127,108.042,52,109.141,68,95.6521,49,95.5776,63,13.5633,60,""
2021,"Boston College",71.8469,67,71.1204,61,98.6866,220,104.974,122,109.915,323,103.169,199,1.80552,143,""
2021,"Boston University",67.6889,242,65.931,304,102.608,147,100.538,205,109.222,316,108.575,301,-8.03681,253,""
2021,"Bowling Green",72.2045,52,70.4258,88,107.081,59,107.193,94,103.91,238,102.016,179,5.17672,121,""
2021,"Bradley",65.8918,315,66.1874,290,101.087,178,103.41,147,102.53,208,101.367,158,2.04346,140,""
2021,"Brown",0,348,69.9965,99,0,348,95.2542,289,200,348,102.518,183,-7.26366,244,""
2021,"Bryant",75.5113,6,73.5938,14,107.685,57,103.686,139,98.1263,82,103.97,210,-0.283342,174,""
2021,"Bucknell",73.0719,34,72.165,32,102.372,150,97.383,256,105.929,278,107.49,286,-10.1068,274,""
2021,"Buffalo",74.4971,12,73.599,13,108.587,42,107.288,91,97.1363,67,94.9042,56,12.3843,68,""
2021,"Butler",65.1493,330,64.8811,330,96.1219,273,102.766,164,103.968,239,96.8449,78,5.92072,115,""
2021,"BYU",70.3849,115,67.9796,200,108.904,38,113.107,28,96.3259,57,92.1612,26,20.9462,24,"6"
2021,"Cal Baptist",71.0815,93,70.833,76,106.615,68,103.757,138,107.084,289,110.934,329,-7.17681,243,""
2021,"Cal Poly",67.9235,232,67.0974,246,87.5531,342,89.3527,346,105.638,271,106.219,264,-16.8662,334,""
2021,"Cal St. Bakersfield",65.2712,326,63.9325,344,103.461,128,103.771,137,99.9837,131,101.843,171,1.92809,142,""
2021,"Cal St. Fullerton",72.3135,49,72.061,37,104.215,108,100.98,195,108.86,312,109.859,316,-8.87941,259,""
2021,"Cal St. Northridge",70.4412,113,70.443,87,100.112,193,100.809,200,109.716,319,110.904,328,-10.095,273,""
2021,"California",65.8357,316,65.0621,321,98.209,230,103.334,149,105.84,276,100.735,143,2.59863,136,""
2021,"Campbell",64.8191,334,64.2288,339,104.573,99,102.947,160,102.707,213,107.217,278,-4.27002,208,""
2021,"Canisius",71.5346,81,70.9002,74,98.4265,226,99.148,232,99.2936,115,106.654,270,-7.50572,250,""
2021,"Central Arkansas",73.7864,23,71.1401,59,95.1339,286,97.1227,265,112.35,336,113.696,350,-16.5729,332,""
2021,"Central Connecticut",71.9214,63,70.63,83,95.2514,283,92.8863,315,107.418,294,111.223,333,-18.337,339,""
2021,"Central Michigan",73.8206,22,72.3587,27,100.02,194,100.421,209,110.889,330,110.575,324,-10.1545,275,""
2021,"Charleston",64.3238,338,63.8445,345,103.499,126,102.32,168,106.415,282,108.117,293,-5.79715,226,""
2021,"Charleston Southern",70.1756,125,69.8875,107,91.0009,329,89.9024,342,105.683,272,107.98,291,-18.0774,337,""
2021,"Charlotte",64.3394,337,62.9761,351,96.4077,269,97.1924,262,101.341,167,103.547,201,-6.355,233,""
2021,"Chattanooga",68.0717,222,66.7146,268,103.306,129,102.946,161,101.555,176,101.977,177,0.968511,156,""
2021,"Chicago St.",71.1542,90,67.7559,216,78.0041,346,88.2708,348,123.819,347,117.669,356,-29.398,356,""
2021,"Cincinnati",71.1228,92,70.9835,66,97.021,257,103.269,151,101.647,180,97.5408,87,5.72803,116,""
2021,"Clemson",64.8682,333,64.2422,338,100.131,192,106.87,99,95.3828,44,90.7046,20,16.1652,42,"7"
2021,"Cleveland St.",67.664,244,66.3028,282,103.581,124,100.852,199,101.464,171,99.4794,121,1.37289,151,"15"
2021,"Coastal Carolina",71.2499,89,70.9261,69,104.035,111,100.219,212,96.0323,53,100.588,139,-0.369163,175,""
2021,"Colgate",72.1928,53,72.4472,25,118.814,3,110.89,43,94.0365,27,100.668,140,10.2223,84,"14"
2021,"Colorado",66.2458,299,66.3585,280,110.094,27,114.417,17,95.8568,51,92.7358,29,21.6816,17,"5"
2021,"Colorado St.",69.2228,174,69.4839,122,106.721,65,107.932,80,93.7252,23,94.903,55,13.0292,63,""
2021,"Columbia",0,348,69.2325,136,0,348,94.7192,298,200,348,105.534,248,-10.8147,282,""
2021,"Connecticut",66.4535,293,66.0354,301,108.197,50,113.581,24,96.6577,63,91.6796,25,21.9011,16,"7"
2021,"Coppin St.",79.3688,1,77.1134,1,91.5958,324,90.8887,332,100.215,137,101.973,176,-11.084,287,""
2021,"Cornell",0,348,67.1275,245,0,348,101.404,183,200,348,106.165,262,-4.76066,215,""
2021,"Creighton",69.5619,159,69.0627,144,109.643,32,114.87,14,97.5105,73,93.5652,40,21.3051,19,"5"
2021,"Dartmouth",0,348,66.8705,258,0,348,94.8932,294,200,348,105.155,239,-10.2617,276,""
2021,"Davidson",63.5368,344,62.8759,353,110.441,25,114.217,18,100.49,147,100.236,128,13.9813,57,""
2021,"Dayton",66.3475,294,66.2096,289,102.886,142,108.417,77,99.0536,109,97.591,88,10.8259,79,""
2021,"Delaware",67.1964,268,66.8263,260,99.3267,207,97.1962,261,99.4357,121,102.737,187,-5.54095,225,""
2021,"Delaware St.",77.2405,2,73.6156,12,90.2541,332,90.839,333,113.185,339,114.796,354,-23.9573,350,""
2021,"Denver",71.4343,82,71.183,57,95.5809,278,93.3716,308,110.743,329,112.891,346,-19.519,343,""
2021,"DePaul",70.6216,108,70.9075,73,91.3076,327,97.6582,253,100.505,149,94.2667,47,3.39149,133,""
2021,"Detroit",68.1137,218,67.4349,230,112.338,16,109.703,58,107.905,301,108.137,294,1.56574,147,""
2021,"Dixie St.",73.9132,21,73.3704,16,91.5933,325,90.8199,334,105.603,270,107.246,280,-16.4257,331,""
2021,"Drake",66.2207,301,66.7599,265,114.165,7,113.949,19,97.8564,77,99.3062,120,14.6425,53,"11"
2021,"Drexel",65.9441,313,64.2271,340,108.611,41,107.143,95,101.644,179,105.525,247,1.6183,146,"16"
2021,"Duke",69.0734,180,68.8659,153,109.619,33,114.798,15,101.786,188,96.6159,75,18.1822,33,""
2021,"Duquesne",68.3556,205,69.1846,140,97.7272,241,101.942,175,98.0252,81,96.3825,73,5.55968,119,""
2021,"East Carolina",68.6974,190,68.1591,189,94.6188,289,99.1459,233,98.5661,92,98.7894,110,0.356484,165,""
2021,"East Tennessee St.",67.1188,274,65.6963,309,101.853,158,103.074,155,99.9711,130,98.8195,113,4.25453,126,""
2021,"Eastern Illinois",70.1097,131,69.2083,137,97.3806,247,95.5439,283,105.256,266,108.403,298,-12.8593,309,""
2021,"Eastern Kentucky",75.6129,4,75.1077,2,104.457,101,101.071,191,97.3014,70,101.245,156,-0.174253,172,""
2021,"Eastern Michigan",69.9425,140,68.3841,180,96.5918,266,97.337,257,114.737,343,107.82,288,-10.4828,278,""
2021,"Eastern Washington",71.2932,87,72.3499,28,109.304,35,107.67,86,98.1596,83,101.018,152,6.65145,110,"14"
2021,"Elon",66.3264,295,66.7757,262,98.0632,233,96.7933,271,98.8913,106,100.407,133,-3.61317,199,""
2021,"Evansville",62.3137,346,62.2967,355,102.275,153,105.657,115,109.935,324,109.627,314,-3.97011,203,""
2021,"Fairfield",65.2532,328,64.623,336,94.0323,300,94.7434,296,101.51,173,107.413,284,-12.6691,308,""
2021,"Fairleigh Dickinson",71.9483,62,70.9838,65,103.081,137,101.063,193,108.254,305,112.42,342,-11.3569,290,""
2021,"FIU",71.594,76,70.6465,82,96.6269,264,97.1507,263,107.455,296,108.924,308,-11.7728,297,""
2021,"Florida",70.6908,103,68.6479,165,104.562,100,110.975,40,98.8706,105,93.4227,37,17.5522,37,"7"
2021,"Florida A&M",70.8319,99,68.6837,164,92.8804,316,90.2201,340,96.5625,61,100.814,145,-10.5941,280,""
2021,"Florida Atlantic",69.0631,181,68.3991,177,103.156,135,101.721,180,99.7366,125,102.861,191,-1.13996,182,""
2021,"Florida Gulf Coast",71.3164,85,70.9377,68,95.4258,281,93.1394,312,99.0523,108,104.33,218,-11.1906,288,""
2021,"Florida St.",70.3595,117,70.5582,84,111.363,20,116.442,10,98.9496,107,94.3726,48,22.0698,15,"4"
2021,"Fordham",64.2598,339,64.05,343,80.6245,345,86.5875,352,103.177,223,98.7042,107,-12.1166,300,""
2021,"Fresno St.",66.1247,306,66.0541,299,97.6322,243,99.8941,218,103.174,222,101.773,169,-1.8792,187,""
2021,"Furman",69.9818,138,67.9431,201,111.113,22,109.777,57,100.471,145,100.845,147,8.9319,92,""
2021,"Gardner Webb",66.9798,278,66.9812,253,106.615,69,104.502,125,102.114,194,105.268,241,-0.766474,179,""
2021,"George Mason",69.1602,176,68.399,178,100.423,186,101.292,186,98.8228,102,97.7328,92,3.55891,131,""
2021,"George Washington",68.9316,182,68.1441,193,97.9233,238,101.864,178,104.602,252,107.309,281,-5.44445,223,""
2021,"Georgetown",70.1451,128,69.6374,113,101.239,173,107.693,85,100.383,141,93.636,41,14.0569,55,"12"
2021,"Georgia",75.5388,5,73.5161,15,101.867,157,107.834,83,103.263,226,99.1486,116,8.68534,93,""
2021,"Georgia Southern",67.3135,261,67.011,250,95.2295,284,93.9047,303,101.112,160,103.69,204,-9.78546,270,""
2021,"Georgia St.",70.5642,110,70.8402,75,106.601,70,105.468,118,102.099,191,104.289,217,1.17875,153,""
2021,"Georgia Tech",68.0089,226,67.7637,215,108.198,49,113.332,27,100.068,133,94.783,52,18.5494,32,"9"
2021,"Gonzaga",75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1"
2021,"Grambling St.",71.7425,71,70.0774,95,93.3445,309,91.5223,327,96.1727,56,106.516,268,-14.9941,323,""
2021,"Grand Canyon",66.7431,286,65.4771,314,106.694,66,103.554,142,92.4329,16,96.5771,74,6.97644,108,"15"
2021,"Green Bay",67.6996,240,66.2508,287,103.04,138,102.69,165,109.937,325,109.978,318,-7.28712,245,""
2021,"Hampton",70.031,134,70.7193,79,98.451,225,94.9446,292,105.019,257,110.191,319,-15.2462,325,""
2021,"Hartford",66.4658,292,66.7023,269,99.1816,210,97.4886,254,95.4155,46,100.22,127,-2.73095,192,"16"
2021,"Harvard",0,348,68.3795,181,0,348,101.907,177,200,348,102.781,190,-0.873661,180,""
2021,"Hawaii",67.3233,260,67.1551,244,101.958,156,100.954,196,102.206,196,104.198,215,-3.24377,196,""
2021,"High Point",67.4101,256,66.3935,277,98.4621,224,96.197,278,103.182,224,106.934,273,-10.7374,281,""
2021,"Hofstra",68.899,184,68.3524,184,105.841,84,105.896,110,105.384,268,107.884,290,-1.98779,188,""
2021,"Holy Cross",69.8487,145,69.5083,120,100.664,184,97.421,255,108.289,306,109.101,310,-11.6795,295,""
2021,"Houston",65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2"
2021,"Houston Baptist",74.1241,18,72.8807,20,93.9214,303,92.1299,322,108.462,307,111.348,334,-19.2182,341,""
2021,"Howard",73.1312,32,69.9445,103,99.7471,198,98.2544,244,116.808,344,111.859,336,-13.6049,314,""
2021,"Idaho",67.4695,255,67.087,247,89.5461,336,89.72,343,112.124,335,114.132,352,-24.412,352,""
2021,"Idaho St.",65.1015,331,64.5159,337,94.5188,294,92.9688,314,98.2464,86,102.727,186,-9.75845,268,""
2021,"Illinois",71.5738,78,70.7135,80,112.127,18,118.957,7,95.8562,50,88.3445,5,30.6122,3,"1"
2021,"Illinois Chicago",69.5148,162,68.4633,175,96.2689,271,93.4525,307,102.817,214,103.94,209,-10.4873,279,""
2021,"Illinois St.",68.706,189,69.2834,133,96.8305,259,98.6159,240,105.234,265,102,178,-3.38447,198,""
2021,"Incarnate Word",67.1747,270,64.9417,325,96.4662,267,93.1757,311,107.263,291,112.462,343,-19.2861,342,""
2021,"Indiana",67.2157,264,66.1684,292,100.348,188,109.345,64,100.493,148,93.5331,38,15.812,46,""
2021,"Indiana St.",66.1531,303,67.171,243,99.7025,200,102.561,166,99.5196,124,96.9816,80,5.57957,118,""
2021,"Iona",69.8206,146,68.3119,185,103.193,133,100.371,210,94.2201,30,101.407,161,-1.03598,181,"15"
2021,"Iowa",70.9678,97,69.9829,100,117.408,4,123.496,2,101.074,158,94.5925,50,28.9031,5,"2"
2021,"Iowa St.",70.538,111,70.1602,93,93.0042,313,99.7934,223,108.543,308,100.497,137,-0.703788,178,""
2021,"IUPUI",72.6729,42,72.4399,26,98.2129,229,96.4943,275,104.194,242,104.898,230,-8.40399,256,""
2021,"Jackson St.",70.3089,120,68.7417,158,91.8115,322,87.7513,349,87.8507,4,97.8304,94,-10.0791,272,""
2021,"Jacksonville",68.3253,209,67.931,203,95.4567,280,93.1841,310,101.781,187,105.382,244,-12.1974,301,""
2021,"Jacksonville St.",67.6969,241,66.1265,294,106.119,79,104.978,121,101.3,164,104.197,214,0.780385,159,""
2021,"James Madison",71.5625,79,72.1367,34,104.905,95,103.484,144,100.456,143,103.658,203,-0.173457,171,""
2021,"Kansas",69.3839,169,68.2629,186,104.203,109,109.615,59,94.8304,39,88.5839,6,21.0313,22,"3"
2021,"Kansas St.",66.3165,296,65.7669,307,93.0379,312,99.0924,234,105.096,262,98.2286,99,0.86376,157,""
2021,"Kennesaw St.",69.3292,171,69.6755,112,89.5648,335,87.2903,350,105.383,267,105.221,240,-17.9305,336,""
2021,"Kent St.",70.7474,102,70.0418,98,106.889,63,106.036,109,101.662,182,98.6252,106,7.41109,106,""
2021,"Kentucky",70.0251,136,68.3789,182,99.738,199,108.18,78,99.3547,118,92.9496,31,15.2302,49,""
2021,"La Salle",69.4703,167,68.8432,155,96.8037,261,102.065,174,106.216,280,105.03,234,-2.96568,194,""
2021,"Lafayette",70.1645,126,68.9422,149,107.259,58,103.062,156,105.896,277,111.506,335,-8.44417,257,""
2021,"Lamar",69.7698,148,67.8072,211,93.7121,305,92.7176,317,102.327,202,105.753,254,-13.0357,310,""
2021,"Lehigh",71.2653,88,70.2959,89,94.9818,288,91.8037,324,106.829,285,108.548,300,-16.7444,333,""
2021,"Liberty",64.4,336,63.1252,348,113.773,8,110.143,52,96.5376,60,101.773,168,8.37002,97,"13"
2021,"Lipscomb",67.3275,259,66.3837,279,101.809,159,100.473,207,103.786,236,107.58,287,-7.10655,242,""
2021,"Little Rock",67.9753,227,67.2752,237,99.2458,209,98.1104,246,101.104,159,105.088,237,-6.97717,240,""
2021,"LIU",74.5201,11,74.0078,8,98.8316,217,93.7719,305,98.004,80,103.019,194,-9.24683,263,""
2021,"Long Beach St.",74.3028,16,74.0597,7,96.829,260,97.0017,267,104.26,243,105.036,235,-8.03406,252,""
2021,"Longwood",66.1917,302,65.3282,318,100.238,190,98.0008,248,101.66,181,104.752,228,-6.75151,238,""
2021,"Louisiana",71.3099,86,71.2585,55,102.04,154,100.12,215,101.002,156,104.218,216,-4.09762,206,""
2021,"Louisiana Monroe",67.5904,246,67.4398,229,94.1988,298,93.0354,313,101.25,163,105.381,243,-12.3452,303,""
2021,"Louisiana Tech",70.6532,106,69.4319,125,102.74,145,103.402,148,91.5753,11,93.0587,34,10.3437,82,""
2021,"Louisville",66.0205,309,65.9791,303,102.41,149,107.785,84,100.134,135,93.6839,43,14.1007,54,""
2021,"Loyola Chicago",63.4532,345,64.1938,342,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,"8"
2021,"Loyola Marymount",67.7098,239,66.2647,286,102.561,148,107.285,92,99.9966,132,99.2047,119,8.08024,102,""
2021,"Loyola MD",68.589,196,68.7173,161,101.279,171,96.9588,268,99.4954,123,101.297,157,-4.33853,210,""
2021,"LSU",72.7762,38,70.7574,78,112.749,13,119.771,5,103.154,221,100.181,125,19.5899,29,"8"
2021,"Maine",65.2861,325,64.9156,328,81.6784,344,85.8531,353,98.4589,90,105.449,246,-19.5961,344,""
2021,"Manhattan",67.5346,253,67.3424,232,91.0808,328,89.4831,345,96.5076,59,103.428,200,-13.9449,315,""
2021,"Marist",66.7827,284,66.3931,278,93.9843,301,91.5702,326,94.3717,31,100.981,151,-9.41112,264,""
2021,"Marquette",68.3794,204,67.7183,219,101.608,162,107.558,87,102.239,198,96.8003,77,10.7573,80,""
2021,"Marshall",73.0754,33,72.8932,19,108.703,40,109.35,63,98.7957,101,100.213,126,9.1372,90,""
2021,"Maryland",65.6478,318,65.3286,317,103.219,132,110.916,42,99.3084,116,92.1984,27,18.7175,31,"10"
2021,"Maryland Eastern Shore",0,348,68.0815,194,0,348,83.9692,355,200,348,111.132,332,-27.1627,355,""
2021,"Massachusetts",72.3493,48,72.0136,40,103.17,134,105.658,114,98.2204,85,99.5008,122,6.15706,114,""
2021,"McNeese St.",71.4181,83,68.7776,157,99.6849,201,95.5005,285,109.321,317,114.474,353,-18.9732,340,""
2021,"Memphis",72.6932,41,72.0585,38,98.9854,214,103.454,145,86.9974,2,86.759,3,16.6949,38,""
2021,"Mercer",69.4936,164,68.0215,198,106.581,71,106.203,108,102.881,216,102.467,182,3.7362,129,""
2021,"Merrimack",67.9539,229,66.8405,259,96.6076,265,91.086,330,97.1913,68,101.377,159,-10.291,277,""
2021,"Miami FL",68.0751,221,68.0699,195,97.0837,255,102.111,172,103.99,240,98.6242,105,3.487,132,""
2021,"Miami OH",67.7595,237,66.0864,297,105.637,85,106.212,107,105.746,274,104.59,226,1.62287,145,""
2021,"Michigan",67.547,251,66.8217,261,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,"1"
2021,"Michigan St.",69.1421,178,68.6334,166,99.5046,205,106.989,98,102.259,199,92.9745,32,14.0141,56,"11"
2021,"Middle Tennessee",69.6648,151,69.5379,118,88.5974,339,91.1436,329,102.618,211,103.742,206,-12.5981,306,""
2021,"Milwaukee",71.0041,95,70.0811,94,103.917,117,102.206,170,105.119,263,106.242,265,-4.03598,205,""
2021,"Minnesota",70.7497,101,70.2486,90,101.023,180,108.676,73,102.636,212,94.7229,51,13.9536,58,""
2021,"Mississippi",67.2075,266,65.0579,322,102.349,151,106.386,104,93.93,25,91.0397,21,15.3459,48,""
2021,"Mississippi St.",67.0465,277,65.6985,308,101.079,179,106.474,102,97.9847,78,95.2879,59,11.1857,77,""
2021,"Mississippi Valley St.",73.6406,25,71.4079,50,77.4964,347,78.9569,357,118.289,346,120.876,357,-41.9191,357,""
2021,"Missouri",70.5204,112,68.7329,160,103.256,131,110.248,51,101.07,157,95.0983,58,15.15,51,"9"
2021,"Missouri St.",68.1739,215,69.3853,128,106.189,76,107.507,88,98.8662,104,98.0782,97,9.42878,88,""
2021,"Monmouth",74.4259,14,74.4787,6,100.429,185,98.9163,237,98.2821,87,104.778,229,-5.8613,227,""
2021,"Montana",67.1141,275,66.0296,302,98.7218,219,98.0064,247,101.53,175,101.859,172,-3.85233,202,""
2021,"Montana St.",69.1235,179,68.5642,170,101.134,176,98.7154,238,102.329,203,104.167,213,-5.45167,224,""
2021,"Morehead St.",67.166,272,65.5948,312,100.374,187,100.165,214,94.537,36,96.2694,72,3.89559,128,"14"
2021,"Morgan St.",75.6329,3,72.1947,31,103.288,130,99.816,222,97.3399,71,104.937,232,-5.12074,221,""
2021,"Mount St. Mary's",63.7509,342,62.172,356,98.9687,215,95.4181,287,97.0309,65,100.428,136,-5.0102,219,"16"
2021,"Murray St.",67.1782,269,66.4688,275,106.668,67,103.332,150,98.5828,93,103.153,196,0.179133,168,""
2021,"N.C. State",68.472,200,68.1538,190,106.427,72,109.389,62,102.47,206,97.7283,91,11.6607,73,""
2021,"Navy",67.2145,265,66.2648,285,104.999,93,103.96,133,98.3615,89,103.163,198,0.797023,158,""
2021,"Nebraska",72.6501,43,72.1116,36,93.7319,304,102.211,169,102.11,193,93.5534,39,8.65753,95,""
2021,"Nebraska Omaha",72.1185,54,70.9988,64,93.2355,310,93.7833,304,108.052,302,107.149,276,-13.3659,312,""
2021,"Nevada",70.084,132,70.0533,96,104.742,97,109.029,69,99.767,126,99.5815,123,9.44741,87,""
2021,"New Hampshire",67.3281,258,66.7541,266,97.2559,252,95.9888,281,99.3869,119,105.403,245,-9.41443,265,""
2021,"New Mexico",68.3528,206,68.0607,196,89.9176,333,91.6628,325,105.172,264,102.99,193,-11.3273,289,""
2021,"New Mexico St.",65.5235,321,64.9615,324,105.508,87,103.612,141,100.252,138,102.934,192,0.678536,160,""
2021,"New Orleans",74.2859,17,72.7151,23,101.278,172,97.0691,266,102.919,218,108.069,292,-11.0003,286,""
2021,"Niagara",65.6081,320,64.7964,331,99.0947,212,99.7296,224,99.4941,122,107.214,277,-7.48488,249,""
2021,"Nicholls St.",73.9246,20,71.8668,44,103.03,140,99.9346,217,98.7089,96,103.786,207,-3.8511,201,""
2021,"NJIT",68.1476,216,68.542,171,95.5768,279,94.1472,301,101.433,169,105.871,258,-11.7234,296,""
2021,"Norfolk St.",72.0453,59,67.6936,221,104.011,113,100.613,204,97.4792,72,104.355,219,-3.74215,200,"16"
2021,"North Alabama",70.1246,129,70.9255,70,96.7875,262,94.2406,300,102.405,204,105.094,238,-10.8539,283,""
2021,"North Carolina",71.8804,66,71.8271,45,105.059,92,110.111,53,96.582,62,90.0231,15,20.0876,28,"8"
2021,"North Carolina A&T",73.1655,31,70.909,72,94.2519,297,95.3742,288,101.773,185,106.29,266,-10.9156,285,""
2021,"North Carolina Central",68.7271,187,66.2725,283,93.4704,306,93.2571,309,104.535,249,109.107,311,-15.8501,327,""
2021,"North Dakota",68.9293,183,67.4296,231,97.9501,236,96.8932,269,108.144,303,108.369,297,-11.4754,293,""
2021,"North Dakota St.",66.5663,289,64.904,329,104.29,106,102.923,162,100.752,153,101.177,155,1.7467,144,""
2021,"North Florida",68.1185,217,66.7724,263,100.832,183,101.424,182,111.004,331,114.03,351,-12.606,307,""
2021,"North Texas",65.0818,332,63.0896,350,103.916,118,105.362,119,92.9394,19,93.6646,42,11.6975,71,"13"
2021,"Northeastern",68.2626,212,67.2978,235,97.9204,239,98.6152,241,99.2834,114,98.2119,98,0.403385,164,""
2021,"Northern Arizona",65.3095,324,64.2253,341,96.3552,270,97.6947,251,113.457,340,113.209,348,-15.5147,326,""
2021,"Northern Colorado",68.5382,197,68.1452,192,98.6378,222,98.2474,245,101.972,189,105.589,249,-7.34207,247,""
2021,"Northern Illinois",67.4746,254,65.6722,311,91.9278,320,93.5639,306,113.644,341,110.573,323,-17.0092,335,""
2021,"Northern Iowa",68.327,208,69.1248,141,98.6577,221,103.236,152,105.05,258,102.741,188,0.495499,161,""
2021,"Northern Kentucky",66.2702,298,64.9806,323,106.186,77,104.178,128,106.044,279,107.345,282,-3.16757,195,""
2021,"Northwestern",69.337,170,68.6949,163,97.9519,235,104.709,124,101.666,183,92.6619,28,12.047,70,""
2021,"Northwestern St.",73.5925,27,71.1288,60,97.7214,242,96.4071,277,108.966,313,111.012,331,-14.6051,321,""
2021,"Notre Dame",67.3793,257,67.4977,227,107.979,53,113.863,20,110.404,327,103.158,197,10.7053,81,""
2021,"Oakland",70.6572,105,69.9565,101,102.752,144,104.217,127,111.426,333,108.447,299,-4.2297,207,""
2021,"Ohio",71.7136,72,69.3203,131,112.226,17,113.002,29,102.559,210,101.888,174,11.1142,78,"13"
2021,"Ohio St.",67.553,250,67.0815,248,113.532,10,122.274,4,104.295,244,96.8491,79,25.4253,7,"2"
2021,"Oklahoma",69.1751,175,67.689,222,106.109,80,111.427,36,98.5625,91,94.7836,53,16.6439,39,"8"
2021,"Oklahoma St.",72.8164,36,71.9524,43,103.792,121,110.059,54,98.1737,84,91.2923,22,18.7671,30,"4"
2021,"Old Dominion",68.1936,214,67.722,218,99.0825,213,101.069,192,99.2319,112,99.6819,124,1.38667,150,""
2021,"Oral Roberts",72.7902,37,71.7646,47,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,"15"
2021,"Oregon",67.8562,233,67.2355,242,109.767,30,114.453,16,99.8891,129,96.7728,76,17.6799,36,"7"
2021,"Oregon St.",65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,"12"
2021,"Pacific",68.672,192,67.2587,240,97.9352,237,103.15,154,101.339,166,98.2605,100,4.88921,123,""
2021,"Penn",0,348,69.4685,123,0,348,100.268,211,200,348,104.965,233,-4.69666,213,""
2021,"Penn St.",69.6508,153,69.4224,126,103.107,136,112.66,31,103.514,229,94.5426,49,18.1172,35,""
2021,"Pepperdine",71.9102,64,71.4146,49,101.665,161,107.248,93,103.693,233,100.725,142,6.52345,112,""
2021,"Pittsburgh",68.4727,199,68.5672,169,104.035,112,108.109,79,102.968,219,98.9491,115,9.16038,89,""
2021,"Portland",72.7264,39,71.3779,52,91.8046,323,96.1303,279,116.914,345,112.108,340,-15.9777,328,""
